"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","log10_padj","category"
"ARID5B",9.28077501692884e-35,8.05354581772798,1,0,9.98518584071374e-31,30.0006438477842,"Up"
"IL6",0.0755325206406911,4.29865831556451,0.04,0,1,0,"NS"
"ARID5A",0.127305515100273,2.01855039637178,0.24,0.061,1,0,"NS"
"TGM2",0.994128886886464,0.713695814843359,0.16,0.11,1,0,"NS"
"AXL",1,3.29865831556452,0,0,1,0,"NS"
