"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","log10_padj","category"
"ARID5A",1.7945822936491e-30,8.09702881794034,1,0,1.93079108973706e-26,25.7142647140417,"Up"
"IL6",0.0653741966290625,4.57346686188333,0.048,0,1,0,"NS"
"ARID5B",0.134216875307462,1.98850436116217,0.286,0.076,1,0,"NS"
"TGM2",0.911938735553934,0.619270551496451,0.143,0.112,1,0,"NS"
"AXL",1,3.57346686188333,0,0,1,0,"NS"
