"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","log10_padj","category"
"EPCAM",4.61279019952492e-10,-5.18339454760587,0,0.16,6.93210111184606e-06,5.15913511127887,"Down"
"CLDN4",1.59813387756667e-08,-5.63085352457709,0,0.134,0.000240167559120719,3.61948565574391,"Down"
"PERP",7.73031482334068e-08,-2.68743705294345,0.015,0.17,0.00116171171165164,2.93490163233516,"Down"
"PCSK1N",2.26539998345733e-07,-6.64043957340628,0,0.119,0.00340444309513967,2.46795392060544,"Down"
"TPD52",4.09515880636287e-07,-4.17462433797813,0,0.108,0.00615420465420212,2.21082806565879,"Down"
"CHGA",4.56704321767766e-07,-8.83527251217327,0,0.109,0.00686335254752599,2.16346369227752,"Down"
"MDK",5.1919328062849e-07,-2.13900042824741,0.133,0.346,0.00780243662128495,2.10776975039579,"Down"
"HEPACAM2",1.48007335381289e-06,-4.78285661802214,0,0.101,0.0222425423611001,1.65281557364159,"Down"
