"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","log10_padj","category"
"CRIP1",2.62172047941869e-07,-3.39422177757947,0.067,0.417,0.00393992153647041,2.40451242706205,"Down"
"ATP5I",4.41133077277473e-07,-2.87052257231521,0.067,0.427,0.00662934788532586,2.17852919010706,"Down"
"RPL21",8.2742390908154e-07,-1.05539178351092,0.889,0.95,0.0124345265056774,1.90537074757834,"Down"
"ACTB",1.19076739753119e-06,-1.43916777231452,0.911,0.963,0.0178948524500987,1.74727187818329,"Down"
"SEPW1",1.4242464365026e-06,-3.35188483102201,0.022,0.333,0.021403575447761,1.66951367209338,"Down"
"RGS5",1.82504043798449e-06,-2.19578408839474,0.156,0.495,0.027426707702031,1.56182632191262,"Down"
