"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","log10_padj","category"
"ARID5B",2.04924664836138e-97,10.4148248221883,1,0,2.63492134046306e-93,92.5792323451242,"Up"
"CXCL9",1.06332867243047e-11,3.12204307296048,0.019,0.01,1.3672280070111e-07,6.86415905388168,"Up"
