"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","log10_padj","category"
"TGM2",4.72057784742746e-40,8.04015712647198,1,0,5.07886970604721e-36,35.294232928473,"Up"
"IL6",0.696022939498723,1.95269428522164,0,0.004,1,0,"NS"
"ARID5A",0.931788607971034,0.630766190334281,0.097,0.075,1,0,"NS"
"ARID5B",0.998431674284839,0.751060424051993,0.129,0.088,1,0,"NS"
"AXL",1,2.95269428522164,0,0,1,0,"NS"
