"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","log10_padj","category"
"ARID5A",0,11.7167730744205,1,0,0,Inf,"Up"
"APOC1",2.0580887089212e-12,1.2676244290451,0.004,0.005,2.51889477084866e-08,7.5987899751753,"Up"
"MIS18BP1",1.0891185030584e-07,1.82578687042255,0.169,0.047,0.00133297213589318,2.87517892887145,"Up"
"IGLV8-61",8.24557406651249e-07,3.58955252393247,0.009,0.001,0.0100917581000046,1.99603316809226,"Up"
