"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","log10_padj","category"
"RPL41",8.98384349395205e-07,-1.06660732902942,0.824,0.876,0.0115514259645235,1.93736440102739,"Down"
"RPL3",3.44514280290651e-06,-1.35793640552651,0.451,0.732,0.0442976461597718,1.3536193502325,"Down"
